Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Matheus Cunha,12.0,br BRA,"FW,LW",24-168,90,0,1,0,0,3,0,0,0,46,2,1,1,0.2,0.2,0.3,4,1,22,33,66.7,6,29,7,6,2,Wolverhampton Wanderers
Hwang Hee-chan,11.0,kr KOR,"FW,RW,LM",27-289,90,0,0,0,0,1,0,0,0,32,3,0,1,0.3,0.3,0.0,1,1,12,15,80.0,1,17,1,8,2,Wolverhampton Wanderers
João Gomes,8.0,br BRA,CM,22-272,86,0,0,0,0,2,0,1,0,64,2,3,1,0.1,0.1,0.2,3,0,45,51,88.2,4,36,0,2,2,Wolverhampton Wanderers
Pablo Sarabia,21.0,es ESP,RW,31-184,4,1,1,0,0,1,1,0,0,7,0,1,2,0.3,0.3,0.6,1,1,2,2,100.0,1,2,0,0,0,Wolverhampton Wanderers
Mario Lemina,5.0,ga GAB,CM,30-071,90,1,0,0,0,3,2,0,0,50,3,2,1,0.8,0.8,0.0,1,0,38,43,88.4,3,31,1,2,2,Wolverhampton Wanderers
Jean-Ricner Bellegarde,27.0,ht HAI,CM,25-137,72,0,0,0,0,1,0,0,0,42,2,0,2,0.1,0.1,0.1,5,0,21,34,61.8,5,24,4,7,5,Wolverhampton Wanderers
Sasa Kalajdzic,18.0,at AUT,FW,26-127,18,0,0,0,0,1,0,0,0,9,2,0,1,0.2,0.2,0.0,0,0,2,4,50.0,0,5,0,0,0,Wolverhampton Wanderers
Rayan Aït-Nouri,3.0,dz ALG,"WB,LM",22-158,86,0,0,0,0,2,0,1,0,73,2,0,0,0.1,0.1,0.4,9,0,49,59,83.1,5,41,2,7,5,Wolverhampton Wanderers
Tommy Doyle,20.0,eng ENG,CM,22-025,4,0,0,0,0,0,0,0,0,6,0,1,1,0.0,0.0,0.0,1,1,4,4,100.0,1,2,0,0,0,Wolverhampton Wanderers
Nélson Semedo,22.0,pt POR,WB,29-360,66,0,0,0,0,1,0,0,0,54,2,0,1,0.0,0.0,0.0,3,0,33,45,73.3,2,31,6,3,2,Wolverhampton Wanderers
Matt Doherty,2.0,ie IRL,"RM,WB",31-299,24,0,0,0,0,0,0,1,0,11,0,0,1,0.0,0.0,0.0,0,0,7,10,70.0,1,8,0,0,0,Wolverhampton Wanderers
Toti Gomes,24.0,pt POR,CB,24-299,90,0,0,0,0,2,1,0,0,65,2,2,0,0.2,0.2,0.0,0,0,51,57,89.5,3,35,1,0,0,Wolverhampton Wanderers
Craig Dawson,15.0,eng ENG,CB,33-189,90,0,0,0,0,0,0,1,0,55,2,0,1,0.0,0.0,0.0,0,0,44,51,86.3,2,37,0,0,0,Wolverhampton Wanderers
Max Kilman,23.0,eng ENG,CB,26-172,90,0,0,0,0,0,0,0,0,60,1,0,3,0.0,0.0,0.0,0,0,41,51,80.4,3,30,0,0,0,Wolverhampton Wanderers
José Sá,1.0,pt POR,GK,30-298,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,19,24,79.2,0,16,0,1,1,Wolverhampton Wanderers
15 Players,,,,,990,2,2,0,0,17,4,4,0,599,23,10,16,2.2,2.2,1.6,28,4,390,483,80.7,37,344,22,36,21,Wolverhampton Wanderers
Son Heung-min,7.0,kr KOR,FW,31-126,90,0,0,0,0,1,0,0,0,34,0,0,0,0.1,0.1,0.0,3,0,20,25,80.0,4,27,0,2,1,Tottenham Hotspur
Brennan Johnson,22.0,wls WAL,LW,22-172,74,1,0,0,0,2,1,0,0,39,1,0,0,0.4,0.4,0.0,0,0,22,32,68.8,3,34,4,1,0,Tottenham Hotspur
Bryan Gil,11.0,es ESP,LW,22-273,16,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,7,8,87.5,0,10,0,0,0,Tottenham Hotspur
Dejan Kulusevski,21.0,se SWE,RW,23-200,90,0,0,0,0,1,0,0,0,45,0,0,0,0.0,0.0,0.1,2,1,28,35,80.0,2,35,9,2,0,Tottenham Hotspur
Pape Matar Sarr,29.0,sn SEN,LM,21-058,62,0,0,0,0,0,0,0,0,47,0,0,0,0.0,0.0,0.0,0,0,34,36,94.4,5,39,1,3,0,Tottenham Hotspur
Rodrigo Bentancur,30.0,uy URU,LM,26-139,28,0,0,0,0,0,0,1,0,19,3,0,1,0.0,0.0,0.1,2,0,11,14,78.6,1,14,0,2,2,Tottenham Hotspur
Yves Bissouma,8.0,ml MLI,CM,27-073,75,0,0,0,0,0,0,1,0,84,3,1,0,0.0,0.0,0.0,0,0,70,72,97.2,1,65,0,1,1,Tottenham Hotspur
Giovani Lo Celso,18.0,ar ARG,CM,27-216,15,0,0,0,0,1,1,0,0,16,1,0,0,0.1,0.1,0.0,0,0,12,13,92.3,3,13,0,0,0,Tottenham Hotspur
Pierre Højbjerg,5.0,dk DEN,RM,28-098,90,0,0,0,0,0,0,0,0,94,1,2,1,0.0,0.0,0.0,1,0,73,87,83.9,7,71,4,0,0,Tottenham Hotspur
Emerson,12.0,br BRA,LB,24-301,90,0,0,0,0,0,0,1,0,80,1,1,2,0.0,0.0,0.0,0,0,65,70,92.9,5,61,0,3,3,Tottenham Hotspur
Ben Davies,33.0,wls WAL,CB,30-201,90,0,0,0,0,1,0,0,0,80,3,2,5,0.1,0.1,0.0,0,0,63,67,94.0,4,58,0,0,0,Tottenham Hotspur
Eric Dier,15.0,eng ENG,CB,29-300,90,0,0,0,0,0,0,0,0,89,2,0,1,0.0,0.0,0.0,2,0,76,81,93.8,2,62,0,0,0,Tottenham Hotspur
Pedro Porro,23.0,es ESP,RB,24-059,90,0,1,0,0,0,0,0,0,93,4,1,1,0.0,0.0,0.4,2,1,56,78,71.8,7,61,0,3,2,Tottenham Hotspur
Guglielmo Vicario,13.0,it ITA,GK,27-035,90,0,0,0,0,0,0,0,0,47,0,0,0,0.0,0.0,0.0,0,0,38,46,82.6,0,37,0,0,0,Tottenham Hotspur
14 Players,,,,,990,1,1,0,0,6,2,3,0,776,19,7,11,0.7,0.7,0.7,12,2,575,664,86.6,44,587,18,17,9,Tottenham Hotspur
