Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Gianluca Scamacca,7.0,it ITA,FW,23-363,90,0,0,0,0,3,2,0,0,16,0,0,0,0.2,0.2,0.0,0,0,9,10,90.0,1,6,0,0,0,West Ham United
Saïd Benrahma,22.0,dz ALG,"AM,LM",27-142,90,0,0,0,0,0,0,0,0,76,2,0,0,0.0,0.0,0.2,3,0,52,62,83.9,1,50,6,8,0,West Ham United
Jarrod Bowen,20.0,eng ENG,"AM,RM",26-010,90,0,0,0,0,4,1,0,0,42,0,0,0,0.2,0.2,0.4,12,0,26,34,76.5,3,20,2,2,1,West Ham United
Lucas Paquetá,11.0,br BRA,CM,25-125,81,0,0,0,0,1,0,0,0,82,3,0,1,0.1,0.1,0.1,3,0,62,76,81.6,12,36,0,2,1,West Ham United
Tomáš Souček,28.0,cz CZE,CM,27-306,9,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,5,6,83.3,0,4,0,0,0,West Ham United
Declan Rice,41.0,eng ENG,CM,23-350,90,0,0,0,0,1,0,0,0,111,2,0,0,0.0,0.0,0.0,8,0,102,107,95.3,20,68,8,1,1,West Ham United
Emerson Palmieri,33.0,it ITA,WB,28-149,63,0,0,0,0,3,1,0,0,50,1,0,0,0.2,0.2,0.1,1,0,34,43,79.1,2,19,6,2,1,West Ham United
Michail Antonio,9.0,jm JAM,FW,32-277,27,0,0,0,0,2,0,0,0,15,0,0,0,0.1,0.1,0.0,1,0,3,11,27.3,1,6,2,3,1,West Ham United
Vladimír Coufal,5.0,cz CZE,"WB,RB",30-130,90,0,0,0,0,0,0,1,0,79,2,2,2,0.0,0.0,0.3,4,0,45,70,64.3,4,31,7,0,0,West Ham United
Aaron Cresswell,3.0,eng ENG,"CB,LB",33-015,90,0,0,0,0,1,0,0,0,114,0,3,1,0.0,0.0,0.0,1,0,96,105,91.4,6,49,2,0,0,West Ham United
Angelo Ogbonna,21.0,it ITA,CB,34-221,90,0,0,0,0,1,0,0,0,54,0,1,0,0.1,0.1,0.1,1,0,43,46,93.5,0,26,0,0,0,West Ham United
Craig Dawson,15.0,eng ENG,CB,32-238,90,0,0,0,0,4,1,0,0,64,2,1,0,0.4,0.4,0.0,4,0,39,50,78.0,4,24,0,1,0,West Ham United
Łukasz Fabiański,1.0,pl POL,GK,37-256,90,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.0,0,0,16,22,72.7,0,9,0,0,0,West Ham United
13 Players,,,,,990,0,0,0,0,20,5,1,0,734,12,7,4,1.3,1.3,1.1,38,0,532,642,82.9,54,348,33,19,5,West Ham United
Bryan Mbeumo,19.0,cm CMR,FW,23-145,57,0,0,0,0,1,1,0,0,26,1,0,0,0.0,0.0,0.0,0,0,12,18,66.7,4,14,0,1,1,Brentford
Yoane Wissa,11.0,cd COD,FW,26-118,33,0,0,0,0,1,1,0,0,16,0,0,0,0.2,0.2,0.0,1,0,7,11,63.6,1,12,1,1,0,Brentford
Ivan Toney,17.0,eng ENG,FW,26-289,89,1,1,0,0,3,1,0,0,56,0,1,4,0.7,0.7,0.4,3,1,23,35,65.7,4,27,1,1,0,Brentford
