Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Raúl Jiménez,9.0,mx MEX,FW,30-116,90,0,0,0,0,4,1,0,0,47,0,1,0,0.2,0.2,0.2,4,0,27,38,71.1,3,19,0,1,0,Wolverhampton Wanderers
Adama Traoré,37.0,es ESP,LW,25-216,86,0,0,0,0,2,1,0,0,43,1,0,0,0.1,0.1,0.5,9,0,23,31,74.2,2,28,8,9,8,Wolverhampton Wanderers
Fábio Silva,17.0,pt POR,LW,19-041,4,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,1,0,0,0,Wolverhampton Wanderers
Francisco Trincão,11.0,pt POR,RW,21-243,69,0,0,0,0,2,0,0,0,41,3,1,0,0.9,0.9,0.0,2,0,26,33,78.8,2,23,7,3,3,Wolverhampton Wanderers
Daniel Podence,10.0,pt POR,RW,25-312,21,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,1,4,0,1,1,Wolverhampton Wanderers
Fernando Marçal,5.0,br BRA,LM,32-191,90,0,0,0,0,0,0,0,0,65,4,1,0,0.0,0.0,0.0,1,0,39,55,70.9,2,27,4,0,0,Wolverhampton Wanderers
João Moutinho,28.0,pt POR,CM,34-355,90,0,0,0,0,1,0,0,0,61,3,0,1,0.1,0.1,0.2,1,0,42,54,77.8,5,25,2,0,0,Wolverhampton Wanderers
Rúben Neves,8.0,pt POR,CM,24-169,90,0,0,0,0,2,1,1,0,77,2,1,2,0.1,0.1,0.0,3,0,53,65,81.5,7,31,0,3,1,Wolverhampton Wanderers
Nélson Semedo,22.0,pt POR,RM,27-286,90,0,0,0,0,0,0,0,0,55,1,0,1,0.0,0.0,0.0,2,0,37,46,80.4,3,24,2,0,0,Wolverhampton Wanderers
Romain Saïss,27.0,ma MAR,CB,31-156,90,0,0,0,0,2,2,1,0,57,1,1,2,0.7,0.7,0.0,2,0,33,43,76.7,3,16,0,0,0,Wolverhampton Wanderers
Conor Coady,16.0,eng ENG,CB,28-185,86,0,0,0,0,1,0,0,0,39,0,2,0,0.0,0.0,0.0,0,0,30,33,90.9,0,12,0,0,0,Wolverhampton Wanderers
Morgan Gibbs-White,18.0,eng ENG,CB,21-214,4,0,0,0,0,1,0,1,0,6,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,0,0,0,0,Wolverhampton Wanderers
Max Kilman,23.0,eng ENG,CB,24-098,90,0,0,0,0,0,0,0,0,43,1,0,2,0.0,0.0,0.0,1,0,34,36,94.4,0,20,0,1,1,Wolverhampton Wanderers
José Sá,1.0,pt POR,GK,28-224,90,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.0,0,0,18,23,78.3,0,13,0,0,0,Wolverhampton Wanderers
14 Players,,,,,990,0,0,0,0,15,5,3,0,567,16,7,8,2.1,2.1,0.9,25,0,368,468,78.6,28,243,23,18,14,Wolverhampton Wanderers
