Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,
Salomón Rondón,9.0,ve VEN,DM,25-361,90,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,,,West Bromwich Albion
Rickie Lambert,17.0,eng ENG,FW,33-208,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,West Bromwich Albion
Saido Berahino,18.0,bi BDI,"FW,MF",22-039,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,West Bromwich Albion
Craig Gardner,8.0,eng ENG,AM,28-291,90,0,0,0,0,2,0,0,0,0,0,0,5,4,2,0,,,West Bromwich Albion
Claudio Yacob,5.0,ar ARG,LW,28-056,90,0,0,0,0,0,0,0,0,2,1,0,0,3,2,0,,,West Bromwich Albion
Darren Fletcher,24.0,sct SCO,RW,31-223,90,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,,,West Bromwich Albion
Callum McManaman,19.0,eng ENG,AM,24-140,60,0,0,0,0,2,0,0,0,0,2,0,2,1,0,0,,,West Bromwich Albion
James McClean,14.0,ie IRL,"DF,FW",26-143,30,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,,,West Bromwich Albion
Chris Brunt,11.0,nir NIR,LB,30-272,90,0,0,0,0,0,0,1,0,2,0,0,3,2,0,0,,,West Bromwich Albion
Jonny Evans,6.0,nir NIR,CB,27-252,85,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,,,West Bromwich Albion
Jonas Olsson,3.0,se SWE,DF,32-186,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,West Bromwich Albion
Gareth McAuley,23.0,nir NIR,CB,35-281,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,West Bromwich Albion
Craig Dawson,25.0,eng ENG,RB,25-129,90,0,0,0,0,2,1,0,0,0,1,0,2,1,1,0,,,West Bromwich Albion
Boaz Myhill,13.0,wls WAL,GK,32-307,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,West Bromwich Albion
14 Players,,,,,990,0,0,0,0,8,1,1,0,5,5,1,17,17,9,0,,,West Bromwich Albion
Graziano Pellè,19.0,it ITA,FW,30-059,90,0,0,0,0,3,2,0,0,0,0,2,2,0,0,0,,,Southampton
Jay Rodriguez,9.0,eng ENG,DM,26-045,66,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,,,Southampton
Sadio Mané,10.0,sn SEN,"FW,MF",23-155,24,0,0,0,0,3,0,0,0,0,3,0,0,0,1,0,,,Southampton
Steven Davis,8.0,nir NIR,AM,30-254,90,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,,,Southampton
James Ward-Prowse,16.0,eng ENG,AM,20-315,90,0,0,0,0,3,0,0,0,1,0,0,5,1,1,0,,,Southampton
Dušan Tadić,11.0,rs SRB,AM,26-296,90,0,0,0,0,1,0,0,0,0,1,0,15,0,1,0,,,Southampton
Victor Wanyama,12.0,ke KEN,DM,24-079,90,0,0,0,0,1,0,0,0,1,0,0,0,1,6,0,,,Southampton
Matt Targett,33.0,eng ENG,LB,19-359,90,0,0,0,0,0,0,0,0,1,0,0,4,2,5,0,,,Southampton
Virgil van Dijk,17.0,nl NED,CB,24-066,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,Southampton
José Fonte,6.0,pt POR,RB,31-264,90,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,,,Southampton
Cédric Soares,2.0,pt POR,CB,24-012,74,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,,Southampton
Maya Yoshida,3.0,jp JPN,DF,27-019,16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,Southampton
Maarten Stekelenburg,22.0,nl NED,GK,32-355,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Southampton
13 Players,,,,,990,0,0,0,0,15,4,0,0,5,5,2,33,10,18,0,,,Southampton
