Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Oumar Niasse,19.0,sn SEN,FW,27-312,56,0,0,0,0,0,0,0,0,23,1,0,1,0.0,0.0,0.0,0,0,8,15,53.3,0,14,2,0,0,Everton
Cenk Tosun,14.0,tr TUR,FW,26-262,34,0,0,0,0,1,1,0,0,15,1,0,0,0.4,0.4,0.0,0,0,7,12,58.3,0,8,2,1,1,Everton
Gylfi Sigurðsson,18.0,is ISL,LW,28-169,81,0,0,0,0,1,1,0,0,37,0,0,3,0.0,0.0,0.1,3,0,16,28,57.1,2,19,5,2,1,Everton
Yannick Bolasie,7.0,cd COD,LW,28-276,9,0,0,0,0,0,0,0,0,7,0,0,1,0.0,0.0,0.4,0,0,1,4,25.0,0,5,0,1,0,Everton
Theo Walcott,11.0,eng ENG,RW,28-345,90,0,0,0,0,1,0,0,0,40,1,1,0,0.1,0.1,0.0,2,0,16,28,57.1,2,20,2,5,2,Everton
Wayne Rooney,10.0,eng ENG,LM,32-123,81,0,0,0,0,1,0,0,0,51,1,2,2,0.1,0.1,0.0,1,0,30,44,68.2,6,26,0,1,1,Everton
Dominic Calvert-Lewin,29.0,eng ENG,LM,20-345,9,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,3,0,0,0,Everton
Idrissa Gana Gueye,17.0,sn SEN,CM,28-151,90,0,0,0,0,0,0,1,0,72,9,3,3,0.0,0.0,0.2,1,0,40,52,76.9,1,35,1,2,0,Everton
Tom Davies,26.0,eng ENG,RM,19-239,90,0,0,0,0,0,0,0,0,39,3,1,2,0.0,0.0,0.0,1,0,21,27,77.8,3,23,0,2,2,Everton
Cuco Martina,15.0,cw CUW,LB,28-152,90,0,0,0,0,0,0,0,0,61,4,3,2,0.0,0.0,0.0,1,0,36,46,78.3,0,14,0,0,0,Everton
Michael Keane,4.0,eng ENG,CB,25-044,90,0,0,0,0,1,0,0,0,47,1,1,2,0.2,0.2,0.0,1,0,23,35,65.7,2,10,0,0,0,Everton
Ashley Williams,5.0,wls WAL,CB,33-185,90,0,0,0,0,1,0,0,0,46,1,2,1,0.0,0.0,0.0,0,0,24,35,68.6,3,14,0,0,0,Everton
Jonjoe Kenny,43.0,eng ENG,RB,20-346,90,0,0,0,0,0,0,0,0,69,4,0,1,0.0,0.0,0.0,1,0,39,55,70.9,2,20,1,0,0,Everton
Jordan Pickford,1.0,eng ENG,GK,23-354,90,0,0,0,0,1,0,0,0,28,0,0,0,0.0,0.0,0.0,1,0,7,24,29.2,0,12,0,0,0,Everton
14 Players,,,,,990,0,0,0,0,7,2,1,0,538,26,13,18,0.8,0.8,0.7,12,0,271,408,66.4,21,223,13,14,7,Everton
