Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Neal Maupay,9.0,fr FRA,FW,25-105,67,0,0,0,0,5,1,0,0,35,0,0,3,1.2,1.2,0.0,1,0,19,24,79.2,4,23,1,0,0,Brighton & Hove Albion
Jürgen Locadia,27.0,cw CUW,"AM,FW",28-020,23,0,0,0,0,1,0,0,0,3,0,0,0,0.2,0.2,0.0,0,0,1,1,100.0,0,3,0,0,0,Brighton & Hove Albion
Leandro Trossard,11.0,be BEL,"LW,AM",26-358,90,0,0,0,0,4,1,0,0,52,1,1,0,0.3,0.3,0.1,4,0,28,37,75.7,8,37,3,9,5,Brighton & Hove Albion
Tariq Lamptey,2.0,gh GHA,RW,21-058,75,0,0,0,0,0,0,0,0,43,1,1,1,0.0,0.0,0.6,8,0,24,30,80.0,4,35,4,4,3,Brighton & Hove Albion
Solly March,20.0,eng ENG,"RW,RB",27-130,15,0,0,0,0,2,2,0,0,6,0,0,0,0.1,0.1,0.0,1,0,0,3,0.0,0,4,0,1,1,Brighton & Hove Albion
Jakub Moder,15.0,pl POL,AM,22-234,81,0,0,0,0,4,0,0,0,60,2,0,0,0.3,0.3,0.1,2,0,16,36,44.4,2,30,1,2,0,Brighton & Hove Albion
Jeremy Sarmiento,60.0,ec ECU,LW,19-164,9,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,5,2,2,1,Brighton & Hove Albion
Yves Bissouma,8.0,ml MLI,DM,25-089,90,0,0,0,0,2,0,1,0,45,2,3,2,0.1,0.1,0.0,1,0,26,32,81.3,7,23,1,3,1,Brighton & Hove Albion
Pascal Groß,13.0,de GER,DM,30-165,90,0,0,0,0,1,0,0,0,74,0,3,3,0.2,0.2,1.1,7,0,55,65,84.6,9,33,1,1,0,Brighton & Hove Albion
Marc Cucurella,3.0,es ESP,LB,23-128,90,0,0,0,0,1,0,0,0,70,4,1,0,0.0,0.0,0.0,4,0,45,59,76.3,6,36,5,3,2,Brighton & Hove Albion
Lewis Dunk,5.0,eng ENG,CB,30-006,90,0,0,0,0,0,0,0,0,81,0,1,0,0.0,0.0,0.0,1,0,67,79,84.8,5,57,2,0,0,Brighton & Hove Albion
Adam Webster,4.0,eng ENG,CB,26-327,90,0,0,0,0,0,0,0,0,73,0,0,0,0.0,0.0,0.0,4,0,50,68,73.5,10,50,5,3,2,Brighton & Hove Albion
Joël Veltman,34.0,nl NED,RB,29-316,90,0,0,0,0,0,0,0,0,66,1,1,1,0.0,0.0,0.0,3,0,42,60,70.0,8,30,1,3,1,Brighton & Hove Albion
Robert Sánchez,1.0,es ESP,GK,24-009,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,0,0,32,41,78.0,0,24,0,0,0,Brighton & Hove Albion
14 Players,,,,,990,0,0,0,0,20,4,1,0,659,11,11,10,2.3,2.3,1.9,36,0,408,539,75.7,63,390,26,31,16,Brighton & Hove Albion
Daniel James,20.0,wls WAL,"FW,RW",24-017,90,0,0,0,0,2,0,0,0,17,0,0,1,0.2,0.2,0.1,1,0,6,10,60.0,1,13,1,2,2,Leeds United
Jack Harrison,22.0,eng ENG,LW,25-007,62,0,0,0,0,1,0,0,0,35,2,2,0,0.0,0.0,0.0,2,0,13,25,52.0,1,16,3,0,0,Leeds United
Tyler Roberts,11.0,wls WAL,FW,22-319,28,0,0,0,0,4,3,0,0,14,0,0,0,0.2,0.2,0.0,2,0,7,7,100.0,0,8,1,1,1,Leeds United
Raphinha,10.0,br BRA,"RW,LW",24-348,90,0,0,0,0,1,0,0,0,49,4,0,0,0.0,0.0,0.0,2,0,21,32,65.6,4,18,1,5,1,Leeds United
Rodrigo,19.0,es ESP,AM,30-266,90,0,0,0,0,1,0,0,0,44,0,0,0,0.0,0.0,0.1,2,0,30,38,78.9,4,24,2,0,0,Leeds United
Adam Forshaw,4.0,eng ENG,DM,30-050,90,0,0,0,0,1,0,0,0,52,7,1,0,0.1,0.1,0.1,4,0,36,41,87.8,6,25,3,0,0,Leeds United
Stuart Dallas,15.0,nir NIR,"LB,RB,DM",30-222,90,0,0,0,0,1,1,0,0,56,4,2,2,0.0,0.0,0.0,2,0,32,39,82.1,5,25,2,2,1,Leeds United
Junior Firpo,3.0,do DOM,LB,25-097,45,0,0,0,0,0,0,1,0,34,2,1,0,0.0,0.0,0.0,0,0,21,29,72.4,3,10,2,1,1,Leeds United
Jamie Shackleton,46.0,eng ENG,RB,22-050,45,0,0,0,0,0,0,1,0,25,3,0,1,0.0,0.0,0.0,0,0,10,17,58.8,0,8,2,1,1,Leeds United
Liam Cooper,6.0,sct SCO,CB,30-089,90,0,0,0,0,0,0,0,0,62,2,4,2,0.0,0.0,0.0,0,0,33,46,71.7,2,29,0,0,0,Leeds United
Kalvin Phillips,23.0,eng ENG,"DM,CB",25-360,45,0,0,0,0,0,0,0,0,31,1,2,2,0.0,0.0,0.0,0,0,14,20,70.0,0,13,0,0,0,Leeds United
