Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,
Saido Berahino,9.0,bi BDI,FW,23-247,90,0,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,0,Stoke City
Jonathan Walters,19.0,ie IRL,FW,33-200,67,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,Stoke City
Glenn Whelan,6.0,ie IRL,MF,33-085,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stoke City
Marko Arnautović,10.0,at AUT,LM,27-354,90,0,0,0,0,3,1,0,0,1,1,2,5,2,1,0,0,0,Stoke City
Joe Allen,4.0,wls WAL,CM,27-025,26,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,Stoke City
Charlie Adam,16.0,sct SCO,MF,31-119,54,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,Stoke City
Ramadan Sobhi,32.0,eg EGY,MF,20-075,10,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Stoke City
Geoff Cameron,20.0,us USA,CM,31-271,90,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,Stoke City
Xherdan Shaqiri,22.0,ch SUI,RM,25-180,90,0,1,0,0,2,0,0,0,1,4,1,10,0,0,0,0,0,Stoke City
Erik Pieters,3.0,nl NED,LB,28-244,90,0,0,0,0,0,0,0,0,1,1,0,5,2,2,0,0,0,Stoke City
Bruno Martins Indi,15.0,nl NED,CB,25-059,90,0,0,0,0,1,0,0,0,0,1,0,0,2,3,0,0,0,Stoke City
Ryan Shawcross,17.0,eng ENG,CB,29-186,90,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,0,0,Stoke City
Glen Johnson,8.0,eng ENG,RB,32-228,90,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,Stoke City
Lee Grant,33.0,eng ENG,GK,34-071,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Stoke City
14 Players,,,,,990,1,1,0,0,9,4,0,0,8,11,8,23,16,13,0,0,0,Stoke City
Divock Origi,27.0,be BEL,FW,21-355,67,0,0,0,0,3,0,0,0,1,0,1,2,0,0,0,0,0,Liverpool
Daniel Sturridge,15.0,eng ENG,"FW,MF",27-219,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Liverpool
Ben Woodburn,58.0,wls WAL,FW,17-175,44,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,Liverpool
Roberto Firmino,11.0,br BRA,"FW,MF",25-188,46,1,0,0,0,3,2,1,0,0,0,0,0,0,1,0,0,0,Liverpool
James Milner,7.0,eng ENG,CM,31-094,90,0,0,0,0,1,0,0,0,1,1,0,9,3,0,0,0,0,Liverpool
Emre Can,23.0,de GER,CM,23-086,90,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,Liverpool
Georginio Wijnaldum,5.0,nl NED,CM,26-148,90,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,Liverpool
Nathaniel Clyne,2.0,eng ENG,LM,26-003,90,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,Liverpool
Trent Alexander-Arnold,66.0,eng ENG,RM,18-183,44,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,Liverpool
Philippe Coutinho,10.0,br BRA,"FW,MF",24-300,46,1,0,0,0,3,2,0,0,0,0,0,4,0,0,0,0,0,Liverpool
Ragnar Klavan,17.0,ee EST,CB,31-160,90,0,0,0,0,0,0,1,0,4,1,0,0,0,1,0,0,0,Liverpool
Joël Matip,32.0,cm CMR,CB,25-243,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Liverpool
Dejan Lovren,6.0,hr CRO,CB,27-277,90,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,Liverpool
Simon Mignolet,22.0,be BEL,GK,29-033,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Liverpool
14 Players,,,,,990,2,1,0,0,14,4,2,0,11,7,2,19,14,5,0,0,0,Liverpool
