Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,
Jay Rodriguez,9.0,eng ENG,FW,27-043,45,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Southampton
Shane Long,7.0,ie IRL,FW,29-232,45,0,0,0,0,5,3,0,0,1,0,0,0,0,0,0,0,0,Southampton
Nathan Redmond,22.0,eng ENG,FW,22-188,90,0,0,0,0,2,0,0,0,1,2,1,2,0,0,0,0,0,Southampton
Dušan Tadić,11.0,rs SRB,FW,27-295,79,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,Southampton
James Ward-Prowse,16.0,eng ENG,MF,21-314,11,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Southampton
Steven Davis,8.0,nir NIR,CM,31-253,90,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,Southampton
Oriol Romeu,14.0,es ESP,CM,24-352,90,0,0,0,0,1,0,0,0,0,1,0,0,3,5,0,0,0,Southampton
Jordy Clasie,4.0,nl NED,CM,25-075,64,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,Southampton
Pierre Højbjerg,23.0,dk DEN,MF,21-036,26,0,0,0,0,1,1,1,0,1,2,0,1,1,0,0,0,0,Southampton
Ryan Bertrand,21.0,eng ENG,LB,27-036,90,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,Southampton
Virgil van Dijk,17.0,nl NED,CB,25-064,90,0,0,0,0,0,0,1,0,1,2,0,0,0,5,0,0,0,Southampton
José Fonte,6.0,pt POR,CB,32-263,90,0,0,0,0,0,0,1,0,2,0,0,1,3,3,0,0,1,Southampton
Cédric Soares,2.0,pt POR,RB,25-010,90,0,0,0,0,0,0,0,0,1,1,0,5,2,3,0,0,0,Southampton
Fraser Forster,1.0,eng ENG,GK,28-177,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Southampton
14 Players,,,,,990,0,0,0,0,11,5,5,0,9,10,2,16,14,20,0,0,1,Southampton
