Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Ollie Watkins,11.0,eng ENG,FW,25-063,90,0,0,0,0,2,1,0,0,42,1,0,0,0.1,0.1,1.2,4,0,21,35,60.0,0,26,2,0,0,Aston Villa
Anwar El Ghazi,21.0,nl NED,LW,25-304,90,0,0,0,0,2,1,0,0,67,1,0,0,0.1,0.1,0.2,7,0,43,62,69.4,5,47,4,4,2,Aston Villa
Bertrand Traoré,15.0,bf BFA,RW,25-178,80,0,0,0,0,5,0,0,0,48,1,1,0,1.4,1.4,0.1,6,0,22,34,64.7,2,35,1,6,3,Aston Villa
Keinan Davis,39.0,eng ENG,RW,23-018,10,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,1,0,4,4,100.0,0,1,0,0,0,Aston Villa
Jacob Ramsey,41.0,eng ENG,LM,19-279,67,0,0,0,0,0,0,0,0,38,0,1,0,0.0,0.0,0.0,2,0,31,32,96.9,2,31,0,2,1,Aston Villa
Morgan Sanson,25.0,fr FRA,LM,26-197,23,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,1,0,14,17,82.4,5,15,1,0,0,Aston Villa
Marvelous Nakamba,19.0,zw ZIM,CM,27-043,67,0,0,0,0,0,0,0,0,45,2,1,0,0.0,0.0,0.0,0,0,35,41,85.4,1,28,1,1,1,Aston Villa
Ross Barkley,20.0,eng ENG,CM,27-088,23,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.1,1,0,20,22,90.9,8,17,0,1,1,Aston Villa
John McGinn,7.0,sct SCO,RM,26-136,90,0,0,0,0,4,0,0,0,90,2,1,1,0.5,0.5,0.1,5,0,64,84,76.2,21,61,1,4,4,Aston Villa
Matt Targett,18.0,eng ENG,LB,25-166,90,0,0,0,0,0,0,0,0,92,0,0,1,0.0,0.0,0.0,1,0,67,87,77.0,6,66,2,1,1,Aston Villa
Tyrone Mings,5.0,eng ENG,CB,27-355,90,0,0,0,0,1,1,0,0,93,0,1,0,0.1,0.1,0.0,1,0,76,86,88.4,13,59,0,0,0,Aston Villa
Ezri Konsa,4.0,eng ENG,CB,23-131,90,0,0,0,0,1,1,0,0,90,0,3,0,0.1,0.1,0.0,1,0,74,84,88.1,5,60,0,2,2,Aston Villa
Ahmed Elmohamady,27.0,eg EGY,RB,33-175,90,0,0,0,0,1,0,0,0,109,2,1,1,0.1,0.1,0.5,2,0,85,103,82.5,4,58,2,1,0,Aston Villa
Emiliano Martínez,26.0,ar ARG,GK,28-182,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,27,31,87.1,0,26,0,0,0,Aston Villa
14 Players,,,,,990,0,0,0,0,16,4,0,0,794,9,9,3,2.3,2.3,2.2,32,0,583,722,80.7,72,530,14,22,15,Aston Villa
