Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Mame Biram Diouf,18.0,sn SEN,FW,29-351,90,1,0,0,0,3,1,0,0,29,2,1,1,0.5,0.5,0.0,1,0,8,15,53.3,0,19,3,1,1,Stoke City
Peter Crouch,25.0,eng ENG,FW,36-306,90,0,1,0,0,2,1,0,0,49,0,0,0,0.1,0.1,0.2,4,1,27,43,62.8,3,21,0,0,0,Stoke City
Eric Maxim Choupo-Moting,10.0,cm CMR,LM,28-254,69,0,0,0,0,0,0,0,0,34,1,1,1,0.0,0.0,0.0,1,0,19,22,86.4,2,24,2,6,3,Stoke City
Ramadan Sobhi,32.0,eg EGY,LM,20-313,21,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.1,1,0,6,8,75.0,0,9,2,2,2,Stoke City
Joe Allen,4.0,wls WAL,CM,27-263,90,0,1,0,0,1,0,0,0,51,3,3,1,0.0,0.0,0.4,4,1,30,36,83.3,4,28,1,2,2,Stoke City
Darren Fletcher,24.0,sct SCO,CM,33-304,69,0,0,0,0,0,0,0,0,37,1,0,0,0.0,0.0,0.0,0,0,30,34,88.2,1,25,0,0,0,Stoke City
Ibrahim Afellay,14.0,nl NED,CM,31-244,21,0,0,0,0,0,0,0,0,14,1,0,1,0.0,0.0,0.0,0,0,8,11,72.7,1,7,0,0,0,Stoke City
Xherdan Shaqiri,22.0,ch SUI,RM,26-053,90,1,0,0,0,4,1,1,0,56,1,0,0,0.5,0.5,0.4,3,0,38,46,82.6,3,35,4,0,0,Stoke City
Erik Pieters,3.0,nl NED,LB,29-117,90,0,0,0,0,0,0,0,0,74,1,4,2,0.0,0.0,0.0,1,0,51,64,79.7,5,41,1,0,0,Stoke City
Bruno Martins Indi,15.0,nl NED,CB,25-297,52,0,0,0,0,0,0,0,0,34,1,2,0,0.0,0.0,0.0,0,0,27,31,87.1,0,25,0,0,0,Stoke City
Kevin Wimmer,5.0,at AUT,CB,25-017,38,0,0,0,0,0,0,1,0,17,0,2,0,0.0,0.0,0.0,0,0,3,7,42.9,1,3,0,0,0,Stoke City
Ryan Shawcross,17.0,eng ENG,CB,30-059,90,0,0,0,0,0,0,0,0,41,1,0,5,0.0,0.0,0.0,1,1,19,22,86.4,0,11,0,0,0,Stoke City
Kurt Zouma,6.0,fr FRA,RB,23-036,90,0,0,0,0,0,0,0,0,59,1,0,1,0.0,0.0,0.0,1,0,38,51,74.5,3,36,3,1,1,Stoke City
Jack Butland,1.0,eng ENG,GK,24-267,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,20,33,60.6,0,18,0,0,0,Stoke City
14 Players,,,,,990,2,2,0,0,10,3,2,0,542,13,13,12,1.1,1.1,1.1,17,3,324,423,76.6,23,302,16,12,9,Stoke City
