Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Salomón Rondón,9.0,ve VEN,FW,29-090,80,1,0,0,0,1,1,0,0,30,2,1,0,0.3,0.3,0.0,0,0,8,15,53.3,0,14,0,1,0,Newcastle United
Matt Ritchie,11.0,sct SCO,RM,29-096,10,0,0,0,0,1,1,0,0,7,0,0,1,0.0,0.0,0.0,0,0,1,4,25.0,0,2,0,0,0,Newcastle United
Ayoze Pérez,17.0,es ESP,FW,25-139,90,0,0,0,0,1,0,0,0,33,2,2,2,0.0,0.0,0.1,4,1,11,15,73.3,1,14,1,5,3,Newcastle United
Christian Atsu,30.0,gh GHA,"DM,LM",26-339,90,0,0,0,0,2,2,0,0,46,0,0,0,0.1,0.1,0.0,3,0,11,25,44.0,1,22,2,6,1,Newcastle United
Ki Sung-yueng,4.0,kr KOR,DM,29-325,71,0,0,0,0,0,0,0,0,27,2,2,0,0.0,0.0,0.1,1,0,13,19,68.4,1,9,1,0,0,Newcastle United
Isaac Hayden,14.0,jm JAM,"CM,DM",23-268,19,0,0,0,0,0,0,0,0,12,1,1,0,0.0,0.0,0.0,0,0,3,6,50.0,0,1,0,0,0,Newcastle United
Mohamed Diamé,10.0,sn SEN,"DM,CM",31-184,90,0,0,0,0,0,0,0,0,35,3,0,0,0.0,0.0,0.0,2,0,13,23,56.5,0,15,0,0,0,Newcastle United
Kenedy,15.0,br BRA,"WB,LB",22-310,88,0,0,0,0,1,0,0,0,58,0,2,0,0.0,0.0,0.0,1,0,16,41,39.0,3,17,0,1,0,Newcastle United
Paul Dummett,3.0,wls WAL,LB,27-080,2,0,0,0,0,0,0,0,0,4,1,1,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,Newcastle United
Javier Manquillo,19.0,es ESP,"WB,RB",24-224,90,0,1,0,0,0,0,0,0,52,2,2,0,0.0,0.0,0.3,2,1,21,36,58.3,2,10,1,0,0,Newcastle United
Ciaran Clark,2.0,ie IRL,CB,29-080,90,0,0,0,0,0,0,0,0,36,1,0,3,0.0,0.0,0.0,0,0,11,16,68.8,1,9,0,0,0,Newcastle United
Jamaal Lascelles,6.0,eng ENG,CB,25-034,90,0,0,0,0,0,0,1,0,27,0,1,2,0.0,0.0,0.0,1,0,10,14,71.4,1,4,0,0,0,Newcastle United
Fabian Schär,5.0,ch SUI,CB,26-360,90,0,0,0,0,2,1,0,0,44,3,4,1,0.1,0.1,0.0,0,0,14,26,53.8,0,14,1,1,1,Newcastle United
Martin Dúbravka,12.0,sk SVK,GK,29-334,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,16,29,55.2,0,14,0,0,0,Newcastle United
14 Players,,,,,990,1,1,0,0,8,5,1,0,442,17,16,9,0.6,0.6,0.6,14,2,149,270,55.2,10,146,6,14,5,Newcastle United
