Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Nathan Redmond,22.0,eng ENG,"FW,AM",25-024,88,0,1,0,0,2,1,0,0,32,1,1,0,0.1,0.1,0.3,2,1,16,22,72.7,4,18,4,2,1,Southampton
Josh Sims,39.0,eng ENG,AM,22-002,2,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,0,0,Southampton
Danny Ings,9.0,eng ENG,FW,26-250,66,0,0,0,0,2,0,0,0,22,0,0,1,0.1,0.1,0.1,2,0,11,18,61.1,5,16,1,2,2,Southampton
Sam Gallagher,15.0,eng ENG,FW,23-196,24,0,0,0,0,0,0,0,0,10,0,0,1,0.0,0.0,0.0,0,0,0,3,0.0,0,3,0,0,0,Southampton
Stuart Armstrong,17.0,sct SCO,AM,27-000,75,0,0,0,0,1,0,0,0,42,1,0,1,0.1,0.1,0.1,3,1,18,32,56.3,6,20,3,2,0,Southampton
Jack Stephens,5.0,eng ENG,CB,25-062,15,0,0,0,0,0,0,1,0,3,0,1,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,Southampton
James Ward-Prowse,16.0,eng ENG,AM,24-149,90,0,0,0,0,0,0,1,0,49,2,3,4,0.0,0.0,0.0,1,0,18,31,58.1,4,17,0,1,1,Southampton
Pierre Højbjerg,23.0,dk DEN,"DM,CM",23-237,90,1,0,0,0,2,1,0,0,59,0,1,0,0.3,0.3,0.1,1,0,37,46,80.4,9,30,2,1,0,Southampton
Oriol Romeu,14.0,es ESP,"DM,CM",27-187,90,0,0,0,0,0,0,0,0,65,3,4,0,0.0,0.0,0.0,0,0,37,52,71.2,5,36,1,3,2,Southampton
Ryan Bertrand,21.0,eng ENG,"LB,WB",29-237,90,0,0,0,0,1,0,0,0,46,0,2,1,0.1,0.1,0.0,1,0,22,35,62.9,3,6,0,1,0,Southampton
Maya Yoshida,3.0,jp JPN,CB,30-218,90,0,0,0,0,0,0,0,0,39,0,0,2,0.0,0.0,0.1,1,0,24,30,80.0,1,19,0,1,0,Southampton
Jan Bednarek,35.0,pl POL,CB,22-352,90,0,0,0,0,0,0,0,0,62,0,3,2,0.0,0.0,0.0,0,0,27,50,54.0,4,24,0,0,0,Southampton
Yan Valery,43.0,tn TUN,"RB,WB",20-036,90,0,0,0,0,0,0,0,0,47,1,2,3,0.0,0.0,0.0,1,0,16,30,53.3,2,13,2,2,1,Southampton
Angus Gunn,28.0,sct SCO,GK,23-067,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,1,0,11,34,32.4,0,12,0,0,0,Southampton
14 Players,,,,,990,1,1,0,0,8,2,2,0,515,9,17,15,0.7,0.7,0.7,13,2,238,385,61.8,43,216,13,15,7,Southampton
