Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Javier Hernández,17.0,mx MEX,"FW,LW",29-079,90,2,0,0,0,3,2,0,0,30,0,1,1,1.2,1.2,0.1,2,0,15,22,68.2,0,13,1,2,0,West Ham United
Marko Arnautović,7.0,at AUT,LW,28-122,32,0,0,0,0,2,1,0,1,16,0,1,0,0.2,0.2,0.1,3,0,9,13,69.2,0,13,0,0,0,West Ham United
Michail Antonio,30.0,jm JAM,RW,27-144,67,0,0,0,0,4,3,0,0,25,1,0,0,0.2,0.2,0.2,4,1,10,17,58.8,2,15,0,4,4,West Ham United
Diafra Sakho,15.0,sn SEN,"FW,RW",27-238,23,0,0,0,0,2,1,0,0,9,0,0,0,0.1,0.1,0.0,1,1,1,4,25.0,0,4,0,0,0,West Ham United
André Ayew,20.0,gh GHA,AM,27-245,67,0,0,0,0,1,0,0,0,27,2,1,1,0.1,0.1,0.0,2,0,13,20,65.0,1,10,1,0,0,West Ham United
Edimilson Fernandes,31.0,ch SUI,"RW,AM",21-126,23,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,1,0,4,7,57.1,0,2,0,0,0,West Ham United
Mark Noble,16.0,eng ENG,DM,30-103,90,0,0,0,0,1,0,0,0,52,2,1,0,0.0,0.0,0.1,4,0,37,46,80.4,4,21,0,1,1,West Ham United
Declan Rice,41.0,eng ENG,DM,18-217,75,0,0,0,0,0,0,0,0,37,0,3,1,0.0,0.0,0.0,1,0,23,30,76.7,1,13,0,0,0,West Ham United
Pedro Obiang,14.0,gq EQG,DM,25-145,15,0,0,0,0,0,0,0,0,7,3,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,2,0,1,1,West Ham United
Aaron Cresswell,3.0,eng ENG,LB,27-247,90,0,0,0,0,0,0,0,0,39,1,0,1,0.0,0.0,0.2,4,0,23,32,71.9,3,15,0,0,0,West Ham United
Angelo Ogbonna,21.0,it ITA,CB,29-088,90,0,0,0,0,0,0,0,0,44,0,1,1,0.0,0.0,0.0,0,0,24,31,77.4,1,11,0,0,0,West Ham United
José Fonte,4.0,pt POR,CB,33-240,90,0,0,0,0,3,1,0,0,37,0,0,2,0.1,0.1,0.0,0,0,14,21,66.7,0,14,0,0,0,West Ham United
Pablo Zabaleta,5.0,ar ARG,RB,32-215,90,0,0,0,0,0,0,1,0,48,2,4,1,0.0,0.0,0.0,5,0,24,34,70.6,5,12,0,0,0,West Ham United
Joe Hart,25.0,eng ENG,GK,30-122,90,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.0,0,0,13,37,35.1,0,16,0,0,0,West Ham United
14 Players,,,,,932,2,0,0,0,16,8,1,1,419,12,12,8,2.0,2.0,0.8,27,2,213,318,67.0,17,161,2,8,6,West Ham United
