Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Teemu Pukki,22.0,fi FIN,FW,32-032,90,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.1,1,0,14,14,100.0,0,11,0,2,1,Norwich City
Milot Rashica,17.0,xk KVX,LW,25-306,76,0,0,0,0,1,1,0,0,32,2,0,1,0.0,0.0,0.0,5,0,15,21,71.4,2,22,3,2,1,Norwich City
Jonathan Rowe,46.0,eng ENG,LW,19-000,14,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,5,0,3,0,Norwich City
Kieran Dowell,10.0,eng ENG,RW,24-202,90,0,0,0,0,0,0,0,0,40,2,1,1,0.0,0.0,0.1,3,0,20,30,66.7,2,18,2,2,2,Norwich City
Pierre Lees-Melou,20.0,fr FRA,AM,28-340,66,0,0,0,0,2,1,0,0,31,0,0,0,0.2,0.2,0.0,1,0,24,27,88.9,4,22,3,2,1,Norwich City
Josh Sargent,24.0,us USA,AM,22-069,14,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,4,0,1,1,Norwich City
Lukas Rupp,7.0,de GER,AM,31-112,10,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,4,1,3,1,Norwich City
Mathias Normann,16.0,no NOR,DM,25-337,90,0,0,0,0,2,0,0,0,69,3,1,2,0.0,0.0,0.0,0,0,43,56,76.8,4,44,0,0,0,Norwich City
Billy Gilmour,8.0,sct SCO,DM,20-323,90,0,0,0,0,0,0,0,0,77,0,0,1,0.0,0.0,0.0,1,0,61,72,84.7,7,52,0,1,1,Norwich City
Brandon Williams,21.0,eng ENG,LB,21-239,90,0,0,0,0,2,1,0,0,73,3,4,0,0.1,0.1,0.0,3,0,47,62,75.8,3,47,2,1,1,Norwich City
Sam Byram,3.0,eng ENG,CB,28-226,90,0,0,0,0,0,0,0,0,81,0,2,3,0.0,0.0,0.0,0,0,56,69,81.2,2,48,1,0,0,Norwich City
Grant Hanley,5.0,sct SCO,CB,30-161,90,0,0,0,0,1,0,0,0,69,1,5,1,0.1,0.1,0.1,1,0,53,60,88.3,0,40,1,0,0,Norwich City
Max Aarons,2.0,eng ENG,RB,22-116,90,0,0,0,0,1,0,1,0,76,1,1,3,0.0,0.0,0.1,2,0,54,67,80.6,2,49,7,1,1,Norwich City
Tim Krul,1.0,nl NED,GK,34-027,90,0,0,0,0,0,0,0,0,49,0,0,0,0.0,0.0,0.0,0,0,40,48,83.3,0,33,0,0,0,Norwich City
14 Players,,,,,990,0,0,0,0,9,3,1,0,636,12,14,12,0.5,0.5,0.5,17,0,436,538,81.0,26,399,20,18,10,Norwich City
