Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Allan Saint-Maximin,10.0,fr FRA,FW,25-049,90,0,0,0,0,1,0,0,0,28,0,0,1,0.0,0.0,0.1,1,0,13,20,65.0,0,20,1,4,4,Newcastle United
Joelinton,7.0,br BRA,LW,25-259,90,0,0,0,0,0,0,1,0,41,2,0,2,0.0,0.0,0.0,0,0,18,31,58.1,3,15,0,3,2,Newcastle United
Miguel Almirón,24.0,py PAR,RW,28-079,90,0,0,0,0,0,0,0,0,25,1,1,0,0.0,0.0,0.0,0,0,8,15,53.3,0,18,1,2,2,Newcastle United
Joe Willock,28.0,eng ENG,LM,22-253,66,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,1,0,7,11,63.6,0,11,0,1,0,Newcastle United
Chris Wood,20.0,nz NZL,LM,30-144,24,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,3,6,50.0,0,3,0,0,0,Newcastle United
Jonjo Shelvey,8.0,eng ENG,CM,30-062,90,0,0,0,0,2,1,0,0,41,2,0,2,0.1,0.1,0.0,0,0,23,35,65.7,3,22,0,2,2,Newcastle United
Bruno Guimarães,39.0,br BRA,RM,24-165,90,0,0,0,0,1,1,0,0,51,4,0,0,0.1,0.1,0.0,1,0,29,35,82.9,2,36,2,7,5,Newcastle United
Matt Targett,13.0,eng ENG,LB,26-224,90,0,0,0,0,0,0,0,0,62,6,1,2,0.0,0.0,0.0,1,0,34,47,72.3,4,11,0,0,0,Newcastle United
Dan Burn,33.0,eng ENG,CB,29-356,90,0,0,0,0,0,0,0,0,32,1,0,2,0.0,0.0,0.0,0,0,12,19,63.2,0,11,0,0,0,Newcastle United
Fabian Schär,5.0,ch SUI,CB,30-131,60,0,0,0,0,0,0,0,0,18,0,0,0,0.0,0.0,0.0,0,0,8,16,50.0,1,8,0,0,0,Newcastle United
Jamaal Lascelles,6.0,eng ENG,CB,28-170,30,0,0,0,0,0,0,0,0,15,0,0,2,0.0,0.0,0.0,0,0,8,12,66.7,0,8,0,0,0,Newcastle United
Emil Krafth,17.0,se SWE,RB,27-271,84,0,0,0,0,0,0,0,0,35,3,2,0,0.0,0.0,0.0,0,0,17,27,63.0,2,8,2,0,0,Newcastle United
Jacob Murphy,23.0,eng ENG,RB,27-065,6,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,4,0,0,0,Newcastle United
Martin Dúbravka,1.0,sk SVK,GK,33-105,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,0,0,18,40,45.0,0,21,0,0,0,Newcastle United
14 Players,,,,,990,0,0,0,0,4,2,1,0,422,19,4,11,0.2,0.2,0.1,4,0,201,318,63.2,15,196,6,19,15,Newcastle United
