Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
Leandro Trossard,11.0,be BEL,"FW,AM",27-336,81,0,1,0,0,1,0,0,0,35,0,0,0,0.0,0.0,0.3,4,1,18,27,66.7,4,31,2,2,0,Brighton & Hove Albion
Deniz Undav,21.0,de GER,AM,26-109,9,0,0,0,0,1,1,0,0,2,0,0,0,0.1,0.1,0.0,0,0,1,1,100.0,1,4,0,0,0,Brighton & Hove Albion
Kaoru Mitoma,22.0,jp JPN,LW,25-169,89,1,0,0,0,1,1,0,0,52,3,0,1,0.1,0.1,0.1,8,3,39,44,88.6,7,39,6,3,2,Brighton & Hove Albion
Joël Veltman,34.0,nl NED,LW,30-294,1,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,1,0,3,3,100.0,0,2,1,1,0,Brighton & Hove Albion
Solly March,7.0,eng ENG,RW,28-108,90,0,0,0,0,3,1,0,0,68,1,0,3,0.3,0.3,0.2,7,1,48,58,82.8,9,43,7,2,2,Brighton & Hove Albion
Adam Lallana,14.0,eng ENG,AM,34-179,64,1,1,0,0,1,1,0,0,20,0,0,0,0.3,0.3,0.2,2,1,17,18,94.4,1,14,2,1,1,Brighton & Hove Albion
Danny Welbeck,18.0,eng ENG,FW,31-344,26,0,0,0,0,1,1,0,0,8,1,0,0,0.0,0.0,0.0,1,0,2,2,100.0,0,7,0,3,1,Brighton & Hove Albion
Moisés Caicedo,25.0,ec ECU,"DM,LB",21-003,90,0,0,0,0,1,0,0,0,92,3,1,1,0.0,0.0,0.0,2,0,73,81,90.1,7,63,2,2,2,Brighton & Hove Albion
Alexis Mac Allister,10.0,ar ARG,DM,23-316,90,0,0,0,0,5,2,0,0,70,3,0,0,0.2,0.2,0.0,3,0,57,61,93.4,5,51,0,2,1,Brighton & Hove Albion
Pervis Estupiñán,30.0,ec ECU,LB,24-288,81,0,0,0,0,1,0,0,0,81,1,2,0,0.0,0.0,0.0,2,0,61,75,81.3,4,65,7,0,0,Brighton & Hove Albion
Billy Gilmour,27.0,sct SCO,DM,21-147,9,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,0,0,15,17,88.2,0,15,0,0,0,Brighton & Hove Albion
Lewis Dunk,5.0,eng ENG,CB,30-349,90,0,0,0,0,1,0,0,0,122,0,1,1,0.0,0.0,0.0,2,0,110,113,97.3,7,105,0,0,0,Brighton & Hove Albion
Adam Webster,4.0,eng ENG,CB,27-305,90,0,0,0,0,2,0,0,0,119,0,0,0,0.2,0.2,0.0,1,0,105,115,91.3,9,102,1,0,0,Brighton & Hove Albion
Pascal Groß,13.0,de GER,RB,31-143,90,1,0,0,0,1,1,0,0,57,2,0,0,0.2,0.2,0.0,0,0,42,52,80.8,7,45,1,2,0,Brighton & Hove Albion
Robert Sánchez,1.0,es ESP,GK,24-352,90,0,0,0,0,0,0,0,0,32,0,1,0,0.0,0.0,0.0,0,0,27,29,93.1,0,28,0,0,0,Brighton & Hove Albion
15 Players,,,,,990,3,2,0,0,19,8,0,0,779,14,5,6,1.6,1.6,0.9,33,6,618,696,88.8,61,614,29,18,9,Brighton & Hove Albion
